aID,Bag#,Size,Class,Order,Family,Genus,Species,count,Element,Portion,Segment,Side,Fusion,Scan1,Scan2,Scan3,Scan4,FFI.A,FFI.O,FFI.T,Ipcts,CM,Weath1,Weath2,Carn,Rod,Burn,MaxD,CorT,Comments
2426,M16-16-111,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.91,-,
2427,M16-16-94,s,Bivalvia,-,-,-,-,10,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.02, 5.79, 9.87, 4.43, 4.98, 9.13, 6.83, 3.52, 12.70, 4.73",-,
2428,M16-16-131,s,Mammalia,-,-,-,-,1,IUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.78,-,Rodentia or Lagomorpha
2429,M16-16-119,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.41, 8.00, 5.34",-,
2430,M16-16-119,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.54, 10.70","0.81, 0.48",
2431,M16-16-119,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.38, 10.45, 10.87, 10.95, 8.73, 22.22",-,
2432,M16-16-87,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.88,-,
2433,M16-16-125,u,Mammalia,-,-,-,-,2,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.21, 14.87",-,
2434,M16-16-138,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.07,-,
2435,M16-16-138,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.18, 18.41, 10.04, 16.29",-,
2436,M16-16-100,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"28.82, 18.11, 10.97, 9.28, 5.16, 5.04, 10.05, 3.29",-,
2437,M16-16-107,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.82,-,
2438,M16-16-145,u,-,-,-,-,-,14,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"5.55, 10.59, 4.73, 10.52, 6.51, 4.13, 6.12, 5.44, 6.84, 5.96, 5.98, 9.49, 6.14, 9.54",-,
2439,M16-16-145,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.77, 12.37",-,
2440,M16-16-145,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.66, 7.71, 13.04, 9.44, 6.19, 6.56, 6.49, 11.04, 10.15, 6.52, 5.09, 4.91, 7.92",-,
2441,M16-16-145,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"9.66, 11.24, 6.69",-,
2442,M16-16-145,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.33, 7.19","0.62, 0.96",
2443,M16-16-58,s,Bivalvia,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.65, 14.03, 11.37, 14.64, 25.77, 9.68, 10.24",-,
2444,M16-16-58,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.81, 4.65",-,
2445,M16-16-58,u,-,-,-,-,-,17,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"19.39, 10.11, 10.44, 11.82, 11.16, 7.07, 8.98, 7.77, 12.11, 10.52, 10.89, 8.16, 7.55, 8.52, 6.89, 6.71, 10.67",-,
2446,M16-16-58,u,-,-,-,-,-,18,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.23, 12.22, 4.64, 8.97, 12.05, 17.27, 12.40, 12.67, 16.09, 20.10, 13.00, 14.54, 19.94, 45.53, 15.32, 11.46, 12.68, 8.20",-,
2447,M16-16-58,s,Mammalia,-,-,-,-,1,LM,CNN,CO,A,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.75,-,
2448,M16-16-58,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"14.68, 11.70, 10.52, 12.05, 18.60, 16.19, 22.26",-,
2449,M16-16-58,u,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.85, 11.26","1.39, 1.39",
2450,M16-16-58,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,35.68,6.4,
2451,M16-16-58,m,Mammalia,-,-,-,-,1,RB,BL,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,23.2,-,
2452,M16-16-58,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,17.9,-,
2453,M16-16-140,s,Bivalvia,-,-,-,-,20,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.35, 10.98, 6.50, 9.84, 4.29, 6.71, 7.28, 5.41, 5.01, 5.54, 4.49, 3.79, 3.75, 5.76, 5.76, 3.63, 7.07, 4.60, 4.56, 3.85",-,
2454,L16-20-13,u,-,-,-,-,-,19,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.19, 10.65, 5.14, 8.82, 9.25, 8.60, 6.22, 11.41, 14.64, 7.60, 16.45, 5.92, 10.61, 12.39, 9.10, 10.78, 9.83, 11.58, 7.31",-,
2455,L16-20-13,u,Mammalia,-,-,-,-,3,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.07, 6.73, 10.75",-,
2456,L16-20-13,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.69, 18.99",-,
2457,L16-20-13,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"22.92, 15.95, 18.05, 13.31, 5.47",-,
2458,M16-16-62,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"10.73, 9.21, 4.66",-,
2459,L16-20-53,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,6.92,-,
2460,M16-16-71,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,20.17,-,
2461,M16-16-71,s,Mammalia,Lagomorpha,Leporidae,Lepus,-,1,MUMX,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.2,-,
2462,M16-16-71,s,Mammalia,Lagomorpha,Leporidae,-,-,1,TA,DSE,CO,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.98,-,
2463,M16-16-71,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"20.97, 10.41, 3.60, 7.20, 4.84",-,
2464,M16-16-82,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"18.03, 11.89, 10.17, 9.48",-,
2465,M16-16-82,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"9.78, 5.18",-,
2466,M16-16-82,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.23,-,
2467,M16-16-82,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"11.83, 15.80",-,
2468,M16-16-82,m,Mammalia,-,-,-,-,2,RB,BL,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"26.94, 14.49",-,
2469,M16-16-82,m,Mammalia,Artiodactyla,-,-,-,1,PHF,PR,FR,U,3,-,-,-,-,2,1,2,0,0,1,1,0,0,0,25.32,2.02,
2470,M16-16-82,m,Mammalia,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,2,1,1,0,0,1,1,0,0,1,"40.10, 32.05, 24.78","3.20, 3.92, 3.88",
2471,M16-16-82,s,Mammalia,-,-,-,-,1,UL,PR,CO,L,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.87,1.5,
2472,M16-16-82,m,Mammalia,Artiodactyla,-,-,-,1,CL,OT,FR,R,4,CA2,CA3,-,-,-,-,-,0,0,-,-,0,0,0,39.03,-,
2473,M16-16-123,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.88, 6.04, 10.85, 5.38, 10.46, 6.63",-,
2474,M16-16-123,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,10.51,-,
2475,M16-16-123,s,Reptilia,Testudines,-,-,-,4,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.67, 16.62, 14.98, 20.19",-,
2476,M16-16-123,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,5.94,-,
2477,M16-16-123,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.54, 7.82, 15.11, 6.83, 12.14, 10.43, 10.17, 9.07",-,
2478,M16-16-123,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,21.42,3.69,
2479,M16-16-143,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.79, 4.29, 8.22",-,
2480,M16-16-143,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,6.69,-,
2481,M16-16-22,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,ANTL,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.55,-,
2482,M16-16-22,m,Mammalia,Carnivora,-,-,-,1,CUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,26.81,-,
2483,M16-16-22,m,Mammalia,Artiodactyla,-,-,-,1,LM,AP,PL,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.49,-,
2484,M16-16-22,s,Bivalvia,-,-,-,-,18,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.82, 7.17, 9.91, 15.95, 8.54, 12.06, 33.50, 13.37, 17.34, 10.88, 20.08, 12.54, 9.43, 8.82, 9.19, 6.34, 7.84, 5.29",-,
2485,M16-16-22,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.44, 9.37, 9.54, 12.15, 23.65, 11.15, 6.86, 12.14, 12.55, 13.91, 12.49",-,
2486,M16-16-22,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.01, 9.70, 19.59, 26.21, 29.02, 10.35, 15.17, 26.16, 11.15, 20.98, 10.98, 15.06, 11.77",-,
2487,M16-16-22,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,14.85,-,
2488,M16-16-22,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,20.73,-,
2489,M16-16-139,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.41,-,
2490,M16-16-139,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"3.48, 7.89, 5.08",-,
2491,M16-16-139,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"3.45, 4.50",-,
2492,M16-16-25,m,Mammalia,-,-,-,-,2,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.31, 16.63",-,
2493,M16-16-25,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,24.88,-,
2494,M16-16-25,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.52, 10.09, 10.24",-,
2495,M16-16-25,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.43, 11.37, 14.29, 11.20, 19.45, 9.79, 17.14, 6.81",-,
2496,M16-16-25,s,Mammalia,-,-,-,-,1,PHF,DS,CO,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.69,-,
2497,M16-16-25,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,1,"22.73, 21.33","4.42, 3.74",
2498,M16-16-25,m,Mammalia,Carnivora,Canidae,Canis,-,1,MR,TW,FR,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,39.6,-,Comparable to latrans
2499,M16-16-25,s,Bivalvia,-,-,-,-,23,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"25.26, 42.55, 39.15, 8.51, 6.44, 5.64, 4.34, 6.08, 5.18, 9.20, 6.47, 11.53, 6.44, 9.01, 4.69, 7.53, 7.40, 7.68, 5.09, 10.99, 5.01, 6.42, 7.32",-,
2500,M16-16-106,s,Reptilia,Testudines,-,-,-,3,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.08, 11.58, 7.10",-,
2501,M16-16-106,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.70, 3.74, 5.20, 16.81, 5.11, 4.60",-,
2502,M16-16-106,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.77, 10.01, 6.84, 15.46",-,
2503,M16-16-106,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"8.47, 18.88, 12.42, 6.82",-,
2504,M16-16-169,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.90, 12.16, 9.00",-,
2505,M16-16-169,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,8.25,-,
2506,M16-16-153,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,7.49,-,
2507,M16-16-113,s,Bivalvia,-,-,-,-,22,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"23.41, 14.08, 15.24, 5.65, 9.28, 17.88, 16.10, 20.11, 10.63, 8.76, 13.79, 11.31, 7.59, 5.96, 9.01, 6.43, 10.01, 6.79, 10.01, 7.77, 7.99, 63.88",-,
2508,M16-16-147,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"4.86, 5.60, 6.71, 9.81",-,
2509,M16-16-67,s,Gastropoda,-,-,-,-,4,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.56, 6.75, 6.80, 6.74",-,
2510,M16-16-67,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,4.97,-,
2511,M16-16-68,s,Gastropoda,-,-,-,-,5,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.79, 6.57, 6.61, 6.69, 5.59",-,
2512,M16-16-127,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.50, 6.33",-,
2513,M16-16-67,s,Bivalvia,-,-,-,-,11,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"52.91, 4.62, 4.65, 5.46, 4.56, 5.56, 7.02, 7.78, 16.33, 15.14, 11.84",-,
2514,M16-16-52,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.62, 5.20, 4.18, 9.31",-,
2515,M16-16-69,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.26, 6.65",-,
2516,M16-16-13,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.28,-,
2517,M16-16-33,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.13, 7.23, 12.34",-,
2518,M16-16-135,s,Bivalvia,-,-,-,-,22,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"55.54, 13.50, 22.44, 13.25, 21.54,  13.37, 12.17, 10.68, 9.11, 11.06, 6.18, 7.81, 8.34, 6.62, 7.57, 5.91, 4.82, 6.96, 4.64, 5.58, 5.30, 5.81",-,
2519,M16-16-17,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"24.02, 14.52, 8.89, 13.19",-,
2520,M16-16-17,u,-,-,-,-,-,18,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"10.24, 7.71, 11.85, 6.99, 9.98, 7.96, 11.10, 8.58, 5.25, 10.87, 10.18, 6.15, 14.19, 7.16, 20.77, 14.13, 5.38",-,
2521,M16-16-17,s,Mammalia,-,-,-,-,1,PHT,CO,CO,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.73,-,Comparable to Procyon lotor
2522,M16-16-17,s,Reptilia,Testudines,-,-,-,3,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"17.47, 9.70, 12.53",-,
2523,M16-16-17,u,-,-,-,-,-,14,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"24.46, 9.09, 13.36, 5.42, 8.99, 8.39, 5.27, 10.09, 8.76, 9.34, 7.36, 9.30, 10.32, 15.57",-,
2524,M16-16-17,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.38,-,
2525,M16-16-17,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,12.38,0.85,
2526,M16-16-17,m,Mammalia,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,2,1,1,0,0,1,1,0,0,1,"23.99, 27.65, 19.78","4.09, 4.53, 4.19",
2527,M16-16-47,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"26.49, 17.94, 7.17, 8.28, 8.31, 14.51, 7.10, 9.41",-,
2528,M16-16-103,u,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,34.93,1.33,
2529,M16-16-103,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.09, 9.07",-,
2530,M16-16-114,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.66, 4.98, 3.41",-,
2531,M16-16-152,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.97, 7.99",-,
2532,M16-16-71,s,Gastropoda,-,-,-,-,5,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.97, 5.77, 6.32, 6.10, 6.64",-,
2533,M16-16-71,s,Gastropoda,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.49, 4.83, 3.47, 4.73, 3.08, 3.87, 3.46",-,
2534,M16-16-67,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,cf. virginianus,1,MR,TW,CO,R,4,DN3,DN4,-,-,-,-,-,0,0,1,1,0,0,0,121.22,-,"M1-2 erupted, very lightly worm. M3 erupting, root not finished forming. PM2-4 erupting and unworm, some cusps above the alveolar margin. Broken loose dPM4."
2535,M16-16-67,s,Mammalia,Lagomorpha,Leporidae,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.15,-,
2536,M16-16-68,u,-,-,-,-,-,20,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"13.66, 7.77, 8.97, 11.55, 16.71, 8.37, 9.94, 13.05, 6.09, 7.89, 5.78, 6.41, 13.01, 15.16, 11.60, 10.57, 13.51, 8.59, 9.84, 11.20",-,
2537,M16-16-68,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"17.63, 21.79",-,
2538,M16-16-68,m,Mammalia,-,-,-,-,3,RB,BL,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.71, 20.97, 16.73",-,
2539,M16-16-68,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,0,38.77,3.16,
2540,M16-16-68,u,-,-,-,-,-,16,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.56, 15.08, 24.25, 19.08, 15.21, 14.05, 13.56, 17.48, 26.04, 15.93, 13.52, 13.25, 12.21, 11.62, 15.86, 13.44",-,
2541,M16-16-68,m,Mammalia,Artiodactyla,-,-,-,2,LM,CN,CO,A,0,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"33.98, 32.08",-,Pieces refit
2542,M16-16-68,m,Mammalia,-,-,-,-,3,VT,NA,FR,A,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"30.02, 20.65, 18.74",-,may be associated with specimens 2542
2543,M16-16-68,m,Mammalia,Artiodactyla,-,-,-,1,CE,AP,AL,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,26.19,-,
2544,M16-16-68,m,Mammalia,Artiodactyla,-,-,-,1,TRS,CO,CO,L,5,-,-,-,-,-,-,-,0,0,4,4,0,0,0,20.99,-,
2545,M16-16-68,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"15.30, 11.89, 9.46, 12.86, 17.04, 10.76, 14.10, 15.85",-,
2546,M16-16-68,u,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"11.69, 15.39","3.06, 2.69",
2547,M16-16-68,s,-,-,-,-,-,7,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.13, 20.35, 27.15, 16.88, 15.67, 17.73, 10.61","1.11, 1.10, 0.72, 0.94, 1.27, 0.94, 0.48",
2548,M16-16-68,s,Mammalia,Lagomorpha,Leporidae,-,-,1,TA,DSE,ME,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.36,-,
2549,M16-16-68,s,-,-,-,-,-,1,VT,CN,CO,A,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.82,-,
2550,M16-16-118,s,Gastropoda,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.22, 12.61, 9.80, 6.67",-,
2551,M16-16-68,u,Mammalia,-,-,-,-,2,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.82, 12.42",-,
2552,M16-16-68,s,Mammalia,Rodentia,-,-,-,1,IUUN,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.12,-,
2553,M16-16-62,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,M2MR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,25.32,-,
2554,M16-16-62,m,Mammalia,Artiodactyla,Cervidae,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,9.07,-,
2555,M16-16-62,s,Mammalia,Lagomorpha,Leporidae,-,-,1,TA,SH,FR,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,27.18,1.3,
2556,M16-16-37,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,1,0,0,1,1,0,0,1,32.2,2.97,
2557,M16-16-37,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,1,0,0,1,1,0,0,0,"42.35, 35.37","3.57, 4.63",
2558,M16-16-37,u,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,2,0,0,30.33,-,
2559,M16-16-37,s,Bivalvia,-,-,-,-,7,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.66, 9.54, 21.15, 7.17, 11.00, 9.18, 9.01",-,
2560,M16-16-37,u,-,-,-,-,-,12,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.86, 5.49, 5.83, 7.40, 11.09, 9.82, 11.24, 12.71, 14.50, 7.23, 10.37, 8.77",-,
2561,M16-16-37,u,-,-,-,-,-,15,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.94, 16.59, 15.83, 10.56, 18.73, 9.69, 14.95, 13.06, 16.17, 19.29, 13.16, 17.72, 16.68, 11.38, 22.95, 15.66",-,
2562,M16-16-90,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,ANTL,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,25.9,-,
2563,M16-16-165,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,2,25.91,3.86,
2564,M16-16-165,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,1,33.97,3.09,
2565,M16-16-165,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.79,-,
2566,M16-16-165,s,Aves,-,-,-,-,1,HM,PR,CO,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,22.27,1.51,
2567,M16-16-113,s,Gastropoda,-,-,-,-,3,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.06, 7.00, 7.39",-,
2568,M16-16-113,s,Gastropoda,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"5.52, 4.11, 11.10, 8.73",-,
2569,M16-16-145,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,2,ANTL,US,FR,U,5,-,-,-,-,-,-,-,2,0,-,-,0,0,0,"17.92, 21.77",-,
2570,M16-16-145,s,Mammalia,Lagomorpha,Leporidae,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.68,-,
